   0,00,00,00,00,00,1101,1,1
2017,05,04,15,57,29,1101,1,1
2017,05,04,15,57,29,1101,6,1
2017,05,04,15,57,29,5302,2,3
2017,05,04,15,57,29,5302,5,3
2017,05,04,15,57,29,5303,2,3
2017,05,04,15,57,29,5303,5,3
2017,05,04,15,57,56,6339,6,3
2017,05,04,15,58,33,6334,6,3
2017,05,04,15,58,33,6335,6,3
2017,05,04,15,58,33,6336,6,3
2017,05,04,15,58,33,6337,6,3
2017,05,04,15,58,33,6338,6,3
2017,05,04,15,58,33,6340,6,3
2017,05,04,15,58,33,6341,6,3
2017,05,19,20,21,00,1101,1,1
2017,05,19,20,21,00,1101,6,1
2017,05,19,20,21,00,5302,2,3
2017,05,19,20,21,00,5302,5,3
2017,05,19,20,21,00,5303,2,3
2017,05,19,20,21,00,5303,5,3
2017,05,27,07,50,54,1101,1,1
2017,05,27,07,50,54,1101,6,1
2017,05,27,07,50,54,5302,2,3
2017,05,27,07,50,54,5302,5,3
2017,05,27,07,50,54,5303,2,3
2017,05,27,07,50,54,5303,5,3
2017,07,31,14,18,36,1101,1,1
2017,07,31,14,18,36,1101,6,1
2017,07,31,14,18,36,5302,2,3
2017,07,31,14,18,36,5302,5,3
2017,07,31,14,18,36,5303,2,3
2017,07,31,14,18,36,5303,5,3
2017,07,31,14,21,30,7317,2,3
2017,07,31,14,21,30,7325,2,3
2017,07,31,14,21,30,7333,2,3
2017,08,01,19,49,08,1101,1,1
2017,08,01,19,49,08,1101,6,1
2017,08,01,19,49,08,5302,2,3
2017,08,01,19,49,08,5302,5,3
2017,08,01,19,49,08,5303,2,3
2017,08,01,19,49,08,5303,5,3
2017,08,01,20,00,19,1101,1,1
2017,08,01,20,00,19,1101,6,1
2017,08,01,20,00,19,5302,2,3
2017,08,01,20,00,19,5302,5,3
2017,08,01,20,00,19,5303,2,3
2017,08,01,20,00,19,5303,5,3
2017,08,01,20,03,27,1101,1,1
2017,08,01,20,03,27,1101,6,1
2017,08,01,20,03,27,5302,2,3
2017,08,01,20,03,27,5302,5,3
2017,08,01,20,03,27,5303,2,3
2017,08,01,20,03,27,5303,5,3
2017,08,01,20,18,39,1101,1,1
2017,08,01,20,18,39,1101,6,1
2017,08,01,20,18,39,5302,2,3
2017,08,01,20,18,39,5302,5,3
2017,08,01,20,18,39,5303,2,3
2017,08,01,20,18,39,5303,5,3
2017,08,01,20,20,49,1101,1,1
2017,08,01,20,20,49,1101,6,1
2017,08,01,20,20,49,5302,2,3
2017,08,01,20,20,49,5302,5,3
2017,08,01,20,20,49,5303,2,3
2017,08,01,20,20,49,5303,5,3
2017,08,01,20,21,49,1101,1,1
2017,08,01,20,21,49,1101,6,1
2017,08,01,20,21,49,5302,2,3
2017,08,01,20,21,49,5302,5,3
2017,08,01,20,21,49,5303,2,3
2017,08,01,20,21,49,5303,5,3
2017,08,01,20,24,26,1101,1,1
2017,08,01,20,24,26,1101,6,1
2017,08,01,20,24,26,5302,2,3
2017,08,01,20,24,26,5302,5,3
2017,08,01,20,24,26,5303,2,3
2017,08,01,20,24,26,5303,5,3
2017,10,30,09,56,12,1101,1,1
2017,10,30,09,56,12,1101,6,1
2017,10,30,09,56,12,5302,2,3
2017,10,30,09,56,12,5302,5,3
2017,10,30,09,56,12,5303,2,3
2017,10,30,09,56,12,5303,5,3
2017,10,30,13,26,22,1101,1,1
2017,10,30,13,26,22,1101,6,1
2017,10,30,13,26,22,5302,2,3
2017,10,30,13,26,22,5302,5,3
2017,10,30,13,26,22,5303,2,3
2017,10,30,13,26,22,5303,5,3
2017,10,31,08,47,15,1101,1,1
2017,10,31,08,47,15,1101,6,1
2017,10,31,08,47,15,5302,2,3
2017,10,31,08,47,15,5302,5,3
2017,10,31,08,47,15,5303,2,3
2017,10,31,08,47,15,5303,5,3
2017,10,31,09,03,23,1101,1,1
2017,10,31,09,03,23,1101,6,1
2017,10,31,09,03,23,5302,2,3
2017,10,31,09,03,23,5302,5,3
2017,10,31,09,03,23,5303,2,3
2017,10,31,09,03,23,5303,5,3
2017,10,31,09,16,08,1101,1,1
2017,10,31,09,16,08,1101,6,1
2017,10,31,09,16,08,5302,2,3
2017,10,31,09,16,08,5302,5,3
2017,10,31,09,16,08,5303,2,3
2017,10,31,09,16,08,5303,5,3
2017,10,31,09,20,53,1101,1,1
2017,10,31,09,20,53,1101,6,1
2017,10,31,09,20,53,5302,2,3
2017,10,31,09,20,53,5302,5,3
2017,10,31,09,20,53,5303,2,3
2017,10,31,09,20,53,5303,5,3
2017,10,31,09,31,28,1101,1,1
2017,10,31,09,31,28,1101,6,1
2017,10,31,09,31,28,5302,2,3
2017,10,31,09,31,28,5302,5,3
2017,10,31,09,31,28,5303,2,3
2017,10,31,09,31,28,5303,5,3
2017,10,31,09,38,06,1101,1,1
2017,10,31,09,38,06,1101,6,1
2017,10,31,09,38,06,5302,2,3
2017,10,31,09,38,06,5302,5,3
2017,10,31,09,38,06,5303,2,3
2017,10,31,09,38,06,5303,5,3
2017,12,04,09,27,12,1101,1,1
2017,12,04,09,27,12,1101,6,1
2017,12,04,09,27,12,5302,2,3
2017,12,04,09,27,12,5302,5,3
2017,12,04,09,27,12,5303,2,3
2017,12,04,09,27,12,5303,5,3
2017,12,08,08,08,45,1101,1,1
2017,12,08,08,08,45,1101,6,1
2017,12,08,08,08,45,5302,2,3
2017,12,08,08,08,45,5302,5,3
2017,12,08,08,08,45,5303,2,3
2017,12,08,08,08,45,5303,5,3
2017,12,08,08,10,01,1101,1,1
2017,12,08,08,10,01,1101,6,1
2017,12,08,08,10,01,5302,2,3
2017,12,08,08,10,01,5302,5,3
2017,12,08,08,10,01,5303,2,3
2017,12,08,08,10,01,5303,5,3
2017,12,08,08,11,44,1101,1,1
2017,12,08,08,11,44,1101,6,1
2017,12,08,08,11,44,5302,2,3
2017,12,08,08,11,44,5302,5,3
2017,12,08,08,11,44,5303,2,3
2017,12,08,08,11,44,5303,5,3
2017,12,08,08,59,21,1101,1,1
2017,12,08,08,59,21,1101,6,1
2017,12,08,08,59,21,5302,2,3
2017,12,08,08,59,21,5302,5,3
2017,12,08,08,59,21,5303,2,3
2017,12,08,08,59,21,5303,5,3
2017,12,08,09,00,27,1101,1,1
2017,12,08,09,00,27,1101,6,1
2017,12,08,09,00,27,5302,2,3
2017,12,08,09,00,27,5302,5,3
2017,12,08,09,00,27,5303,2,3
2017,12,08,09,00,27,5303,5,3
2017,12,08,09,01,59,1101,1,1
2017,12,08,09,01,59,1101,6,1
2017,12,08,09,01,59,5302,2,3
2017,12,08,09,01,59,5302,5,3
2017,12,08,09,01,59,5303,2,3
2017,12,08,09,01,59,5303,5,3
2017,12,08,09,04,34,1101,1,1
2017,12,08,09,04,34,1101,6,1
2017,12,08,09,04,34,5302,2,3
2017,12,08,09,04,34,5302,5,3
2017,12,08,09,04,34,5303,2,3
2017,12,08,09,04,34,5303,5,3
2017,12,08,09,08,13,1101,1,1
2017,12,08,09,08,13,1101,6,1
2017,12,08,09,08,13,5302,2,3
2017,12,08,09,08,13,5302,5,3
2017,12,08,09,08,13,5303,2,3
2017,12,08,09,08,13,5303,5,3
2017,12,08,09,08,38,1101,1,1
2017,12,08,09,08,38,1101,6,1
2017,12,08,09,08,38,5302,2,3
2017,12,08,09,08,38,5302,5,3
2017,12,08,09,08,38,5303,2,3
2017,12,08,09,08,38,5303,5,3
2017,12,21,10,57,24,1101,1,1
2017,12,21,10,57,24,1101,6,1
2017,12,21,10,57,24,5302,2,3
2017,12,21,10,57,24,5302,5,3
2017,12,21,10,57,24,5303,2,3
2017,12,21,10,57,24,5303,5,3
2017,12,21,10,57,50,1101,1,1
2017,12,21,10,57,50,1101,6,1
2017,12,21,10,57,50,5302,2,3
2017,12,21,10,57,50,5302,5,3
2017,12,21,10,57,50,5303,2,3
2017,12,21,10,57,50,5303,5,3
2018,03,28,11,26,31,1101,1,1
2018,03,28,11,26,31,1101,6,1
2018,03,28,11,26,31,5302,2,3
